number,sys_updated_at,reassigned,assigned_to,opened_by,subcategory,urgency,problem_id,resolved_by,location,reassignment_count,cmdb_ci,vendor,caused_by,incident_state,active,u_priority_confirmation,contact_type,rfc,assignment_group,knowledge,priority,closed_code,impact,category,u_symptom,D_sys_mod_count,D_reopen_count
INC0016682,2016-12-04 16:59:00,0,7,251,463,697,1,1005,1170,1392,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1763,1777,1787,2032,2364,2371
INC0016683,2016-08-04 15:08:00,1,30,250,506,697,1,989,1170,1394,1,1,1,1478,1486,1489,1490,1,1703,1755,1756,1764,1777,1792,1,2366,2371
INC0016684,2016-12-04 15:33:00,1,117,310,463,697,1,1077,1171,1397,1,1,1,1478,1486,1489,1490,1,1700,1755,1756,1764,1777,1787,2053,2367,2371
INC0016685,2016-08-04 15:07:00,1,40,275,463,699,1,998,1168,1395,1,1,1,1478,1486,1489,1490,1,1700,1755,1757,1764,1777,1802,1,2367,2371
INC0016686,2016-11-04 08:25:00,0,79,310,544,697,1,1027,1170,1392,1,1,1,1480,1486,1488,1490,1,1692,1755,1756,1764,1777,1784,1889,2366,2371
INC0016688,2016-12-04 17:59:00,1,93,251,559,697,1,1040,1171,1395,1,1,1,1479,1487,1489,1490,1,1732,1755,1756,1764,1777,1802,1,2366,2371
INC0016698,2016-11-04 14:09:00,1,10,1,489,697,1,966,1173,1394,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1763,1777,1798,1911,2366,2371
INC0016699,2016-12-04 17:59:00,0,68,310,463,697,1,1030,1171,1392,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1764,1777,1787,2032,2364,2371
INC0016700,2016-12-04 16:49:00,1,1,310,443,697,1,966,1170,1393,1,1,1,1481,1486,1488,1490,1,1677,1755,1756,1764,1777,1811,2202,2367,2371
INC0016701,2016-12-04 17:59:00,0,68,310,463,697,1,1030,1187,1392,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1764,1777,1787,2032,2364,2371
INC0016702,2016-11-04 10:19:00,1,102,251,602,697,1,1048,1171,1393,1,1,1,1480,1486,1488,1490,1,1715,1755,1756,1767,1777,1802,1982,2365,2371
INC0016703,2016-12-04 11:09:00,0,10,1,544,697,1,966,1170,1392,1,1,1,1478,1486,1489,1490,1,1,1755,1756,1764,1777,1784,1889,2366,2371
INC0016704,2016-12-04 17:59:00,0,68,310,456,697,1,1030,1172,1392,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1764,1777,1788,1889,2364,2371
INC0016705,2016-12-04 14:13:00,1,3,317,472,697,1,961,1223,1396,1,1,1,1478,1486,1489,1490,1,1687,1755,1756,1764,1777,1784,1848,2367,2371
INC0016707,2016-12-04 17:59:00,0,68,310,445,697,1,1030,1173,1392,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1764,1777,1782,1889,2364,2371
INC0016708,2016-08-04 09:21:00,1,33,251,544,697,1,956,1238,1394,1,1,1,1478,1486,1489,1490,1,1680,1755,1756,1764,1777,1811,1889,2366,2371
INC0016709,2016-12-04 18:59:00,1,59,310,463,697,1,1011,1170,1393,1,1,1,1479,1487,1489,1490,1,1,1755,1756,1761,1777,1787,2032,2365,2371
INC0016710,2016-08-04 12:18:00,1,162,251,544,697,1,1119,1238,1393,1,1,1,1477,1486,1488,1490,1,1684,1755,1756,1769,1777,1811,1,2364,2371
INC0016711,2016-08-04 15:04:00,1,33,251,544,697,1,956,1238,1394,1,1,1,1478,1486,1489,1490,1,1680,1755,1756,1764,1777,1784,1,2366,2371
INC0016714,2016-08-04 13:47:00,0,93,317,604,697,1,1040,1202,1392,1,1,1,1478,1486,1489,1490,1,1732,1755,1756,1763,1777,1802,2014,2364,2371
INC0016715,2016-12-04 09:55:00,1,33,317,544,697,1,956,1171,1393,1,1,1,1480,1486,1488,1490,1,1680,1755,1756,1764,1777,1790,1889,2367,2371
INC0016716,2016-08-04 10:59:00,1,98,259,544,697,1,976,1173,1393,1,1,1,1478,1486,1489,1490,1,1715,1755,1756,1767,1777,1787,1,2364,2371
INC0016717,2016-07-04 18:14:00,0,33,317,510,697,1,956,1171,1392,1,1,1,1477,1486,1488,1490,1,1723,1755,1756,1764,1777,1800,1889,2363,2371
INC0016718,2016-08-04 09:52:00,0,128,317,583,697,1,1074,1171,1392,1,1,1,1480,1486,1488,1490,1,1705,1755,1756,1763,1777,1791,2116,2364,2371
INC0016721,2016-08-04 10:11:00,0,10,277,544,697,1,966,1171,1392,1,1,1,1480,1486,1488,1490,1,1,1755,1756,1764,1777,1784,1,2364,2371
INC0016722,2016-12-04 18:59:00,1,68,310,462,697,1,1030,1170,1393,1,1,1,1479,1487,1489,1490,1,1,1755,1756,1764,1777,1793,1889,2365,2371
INC0016723,2016-08-04 08:05:00,0,6,259,567,697,1,957,1168,1392,1,1,1,1480,1486,1488,1490,1,1681,1755,1756,1764,1777,1783,1,2366,2371
INC0016724,2016-12-04 18:59:00,0,171,317,463,697,1,1097,1170,1392,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1764,1777,1802,1889,2364,2371
INC0016726,2016-12-04 19:59:00,0,68,310,445,697,1,1030,1173,1392,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1764,1777,1782,1889,2364,2371
INC0016728,2016-12-04 20:59:00,0,36,259,544,697,1,993,1168,1392,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1761,1777,1784,1,2364,2371
INC0016729,2016-12-04 20:59:00,0,171,317,544,697,1,1097,1187,1392,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1764,1777,1782,1889,2364,2371
INC0016730,2016-11-04 17:20:00,1,1,259,443,697,1,966,1168,1394,1,1,1,1481,1486,1488,1490,1,1677,1755,1756,1764,1777,1811,2021,2367,2371
INC0016731,2016-12-04 22:59:00,1,171,317,443,697,1,1097,1188,1393,1,1,1,1479,1487,1489,1490,1,1677,1755,1756,1764,1777,1811,2095,2365,2371
INC0016732,2016-12-04 22:59:00,0,32,277,544,697,1,990,1173,1392,1,1,1,1479,1487,1488,1490,1,1677,1755,1756,1769,1777,1784,1889,2364,2371
INC0016734,2016-08-04 09:38:00,1,117,236,463,697,1,1077,1168,1393,1,1,1,1478,1486,1489,1490,1,1700,1755,1756,1764,1777,1787,1889,2366,2371
INC0016735,2016-08-04 14:49:00,1,1,237,462,697,1,986,1170,1393,1,1,1,1482,1486,1488,1490,1,1,1755,1756,1769,1777,1793,1,2366,2371
INC0016738,2016-08-04 04:44:00,0,175,352,544,697,1,1112,1172,1392,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1763,1777,1793,1889,2364,2371
INC0016739,2016-12-04 14:56:00,1,10,342,603,697,1,966,1303,1396,1,1,1,1478,1486,1489,1490,1,1,1755,1756,1764,1777,1784,1911,2367,2371
INC0016740,2016-08-04 05:06:00,0,4,236,544,697,1,954,1324,1392,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1764,1777,1817,1889,2364,2371
INC0016743,2016-08-04 09:02:00,0,9,243,544,697,1,960,1168,1392,1,1,1,1480,1486,1488,1490,1,1681,1755,1756,1764,1777,1783,1,2364,2371
INC0016748,2016-12-04 09:41:00,1,5,310,450,697,1,955,1170,1393,1,1,1,1478,1486,1489,1490,1,1679,1755,1756,1760,1777,1811,1889,2366,2371
INC0016749,2016-12-04 10:39:00,0,42,310,544,697,1,1000,1170,1392,1,1,1,1478,1486,1489,1490,1,1679,1755,1756,1764,1777,1783,1,2366,2371
INC0016750,2016-08-04 06:55:00,0,26,238,544,697,1,964,1324,1392,1,1,1,1478,1486,1489,1490,1,1727,1755,1756,1764,1777,1804,1889,2364,2371
INC0016751,2016-08-04 06:47:00,0,31,243,544,697,1,983,1190,1392,1,1,1,1478,1486,1488,1490,1,1,1755,1756,1769,1777,1783,1889,2363,2371
INC0016752,2016-08-04 06:56:00,0,26,238,544,697,1,964,1324,1392,1,1,1,1480,1486,1488,1490,1,1727,1755,1756,1764,1777,1804,1889,2363,2371
INC0016753,2016-08-04 07:20:00,0,26,238,544,697,1,964,1324,1392,1,1,1,1478,1486,1489,1490,1,1727,1755,1756,1764,1777,1804,1889,2364,2371
INC0016754,2016-09-05 15:07:00,1,102,310,544,697,1,1048,1190,1396,1,1,1,1479,1487,1489,1490,1,1715,1755,1756,1767,1777,1814,1889,2367,2371
INC0016755,2016-08-04 07:46:00,0,16,238,460,697,1,1049,1324,1392,1,1,1,1478,1486,1489,1490,1,1691,1755,1756,1764,1777,1802,1889,2364,2371
INC0016756,2016-11-04 17:12:00,0,1,310,526,697,1,1008,1172,1392,1,1,1,1481,1486,1488,1490,1,1677,1755,1756,1761,1777,1793,1,2366,2371
INC0016757,2016-08-04 07:24:00,0,26,238,544,697,1,964,1324,1392,1,1,1,1478,1486,1489,1490,1,1727,1755,1756,1764,1777,1804,1889,2365,2371
INC0016758,2016-08-04 08:46:00,0,26,238,544,697,1,964,1324,1392,1,1,1,1478,1486,1489,1490,1,1727,1755,1756,1764,1777,1804,1889,2364,2371
INC0016759,2016-08-04 07:49:00,0,137,239,455,698,1,968,1171,1392,1,1,1,1480,1486,1488,1490,1,1677,1755,1758,1763,1779,1787,1865,2364,2371
INC0016760,2016-08-04 08:04:00,0,68,310,452,697,1,1030,1170,1392,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1764,1777,1793,2178,2364,2371
INC0016761,2016-08-04 08:00:00,0,137,239,463,697,1,968,1173,1392,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1763,1777,1787,2032,2364,2371
INC0016762,2016-11-10 15:00:00,1,164,243,611,697,1,1101,1173,1395,1,1,1,1479,1487,1489,1490,1,1678,1755,1756,1764,1777,1800,1896,2367,2371
INC0016764,2016-12-04 12:16:00,0,6,243,523,697,1,957,1168,1392,1,1,1,1480,1486,1488,1490,1,1681,1755,1756,1764,1777,1790,1889,2365,2371
INC0016766,2016-08-04 08:10:00,0,68,310,544,697,1,1030,1170,1392,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1763,1777,1799,1889,2364,2371
INC0016767,2016-08-04 08:01:00,0,121,241,463,697,1,984,1170,1392,1,1,1,1478,1486,1488,1490,1,1677,1755,1756,1764,1777,1787,2032,2363,2371
INC0016768,2016-08-04 08:01:00,0,31,243,463,697,1,983,1168,1392,1,1,1,1478,1486,1488,1490,1,1677,1755,1756,1764,1777,1787,1889,2363,2371
INC0016769,2016-08-04 12:38:00,1,121,239,462,698,1,984,1184,1393,1,1,1,1478,1486,1489,1490,1,1,1755,1758,1764,1779,1793,1857,2366,2371
INC0016773,2016-08-04 08:11:00,0,31,243,544,697,1,983,1168,1392,1,1,1,1478,1486,1488,1490,1,1,1755,1756,1769,1777,1802,1889,2363,2371
INC0016776,2016-12-04 09:53:00,1,1,310,449,697,1,977,1172,1393,1,1,1,1480,1486,1488,1490,1,1,1755,1756,1764,1777,1802,1889,2366,2371
INC0016777,2016-08-04 09:45:00,0,10,310,462,697,1,966,1172,1392,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1764,1777,1793,1857,2364,2371
INC0016778,2016-12-04 12:28:00,1,1,310,456,697,1,966,1168,1396,1,1,1,1480,1486,1488,1490,1,1702,1755,1756,1764,1777,1788,1889,2367,2371
INC0016780,2016-08-04 08:34:00,0,68,310,544,697,1,1030,1170,1392,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1769,1777,1790,1889,2364,2371
INC0016781,2016-11-04 15:03:00,0,42,243,599,697,1,1000,1170,1392,1,1,1,1481,1486,1488,1490,1,1679,1755,1756,1764,1777,1787,1889,2366,2371
INC0016783,2016-08-04 09:23:00,0,42,243,510,697,1,1000,1170,1392,1,1,1,1480,1486,1488,1490,1,1723,1755,1756,1764,1777,1800,1889,2364,2371
INC0016784,2016-08-04 10:45:00,1,117,287,463,697,1,1077,1252,1393,1,1,1,1478,1486,1489,1490,1,1700,1755,1756,1764,1777,1787,2053,2365,2371
INC0016785,2016-12-04 17:13:00,1,42,243,452,697,1,1043,1170,1394,1,1,1,1482,1486,1488,1490,1,1679,1755,1756,1764,1777,1790,1864,2367,2371
INC0016786,2016-08-04 08:50:00,0,68,310,544,697,1,1030,1172,1392,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1769,1777,1784,1889,2364,2371
INC0016787,2016-08-04 08:54:00,1,114,244,462,697,1,1056,1194,1393,1,1,1,1478,1486,1489,1490,1,1,1755,1756,1764,1777,1793,1,2364,2371
INC0016788,2016-08-04 09:49:00,0,117,1,544,697,1,1077,1180,1392,1,1,1,1478,1486,1489,1490,1,1700,1755,1756,1764,1777,1802,1889,2364,2371
INC0016789,2016-08-04 09:08:00,0,68,310,462,697,1,1030,1348,1392,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1763,1777,1793,1889,2364,2371
INC0016790,2016-12-04 15:14:00,1,1,310,526,697,1,966,1173,1398,1,1,1,1480,1486,1488,1490,1,1677,1755,1756,1764,1777,1793,1972,2367,2371
INC0016791,2016-08-04 08:49:00,0,68,310,463,697,1,1030,1250,1392,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1763,1777,1787,2032,2364,2371
INC0016792,2016-08-04 08:55:00,1,114,244,462,697,1,1056,1194,1393,1,1,1,1478,1486,1489,1490,1,1,1755,1756,1764,1777,1793,1,2364,2371
INC0016793,2016-08-04 08:41:00,0,31,243,463,697,1,983,1170,1392,1,1,1,1478,1486,1488,1490,1,1677,1755,1756,1764,1777,1787,1889,2363,2371
INC0016794,2016-08-04 16:10:00,1,62,241,461,697,1,1014,1168,1395,1,1,1,1478,1486,1489,1490,1,1717,1755,1756,1764,1777,1792,1856,2366,2371
INC0016795,2016-08-04 09:18:00,0,26,238,544,697,1,964,1324,1392,1,1,1,1478,1486,1489,1490,1,1727,1755,1756,1764,1777,1804,1889,2364,2371
INC0016797,2016-08-04 16:11:00,1,62,241,461,697,1,1014,1168,1393,1,1,1,1478,1486,1489,1490,1,1717,1755,1756,1764,1777,1792,1856,2364,2371
INC0016799,2016-08-04 15:15:00,1,96,1,565,697,1,1043,1170,1393,1,1,1,1480,1486,1488,1490,1,1679,1755,1756,1764,1777,1784,2121,2365,2371
INC0016802,2016-08-04 09:02:00,1,68,310,463,697,1,1030,1168,1394,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1769,1777,1787,2141,2364,2371
INC0016803,2016-08-04 13:15:00,0,113,310,463,697,1,1113,1171,1392,1,1,1,1478,1486,1489,1490,1,1734,1755,1756,1764,1777,1802,1889,2364,2371
INC0016804,2016-08-04 15:18:00,0,96,1,544,697,1,1043,1170,1392,1,1,1,1480,1486,1488,1490,1,1679,1755,1756,1764,1777,1790,1889,2364,2371
INC0016805,2016-12-04 14:04:00,1,58,244,462,697,1,1008,1254,1394,1,1,1,1481,1486,1488,1490,1,1679,1755,1756,1769,1777,1793,1,2367,2371
INC0016806,2016-08-04 09:31:00,1,30,239,461,697,1,989,1170,1393,1,1,1,1478,1486,1489,1490,1,1703,1755,1756,1764,1777,1792,2103,2366,2371
INC0016808,2016-12-04 17:03:00,1,59,310,544,697,1,1008,1174,1399,1,1,1,1481,1486,1488,1490,1,1,1755,1756,1769,1777,1788,1889,2367,2371
INC0016809,2016-11-04 10:52:00,1,10,310,463,697,1,966,1172,1393,1,1,1,1478,1486,1489,1490,1,1,1755,1756,1764,1777,1787,2032,2365,2371
INC0016813,2016-08-04 08:59:00,0,121,241,526,697,1,984,1194,1392,1,1,1,1478,1486,1488,1490,1,1677,1755,1756,1764,1777,1793,1857,2363,2371
INC0016814,2016-12-04 08:48:00,1,64,310,549,697,1,1016,1170,1393,1,1,1,1478,1486,1489,1490,1,1689,1755,1756,1763,1777,1811,1889,2367,2371
INC0016815,2016-08-04 15:21:00,0,89,243,583,697,1,1094,1172,1392,1,1,1,1480,1486,1488,1490,1,1701,1755,1756,1764,1777,1791,1889,2364,2371
INC0016816,2016-08-04 14:04:00,0,10,1,462,697,1,966,1172,1392,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1764,1777,1793,1889,2364,2371
INC0016817,2016-08-04 15:13:00,1,24,310,583,697,1,981,1194,1393,1,1,1,1480,1486,1488,1490,1,1701,1755,1756,1764,1777,1791,2116,2364,2371
INC0016818,2016-10-18 13:10:00,0,33,310,544,697,1,956,1171,1392,1,1,1,1479,1487,1489,1490,1,1723,1755,1756,1764,1777,1800,1889,2367,2371
INC0016819,2016-08-04 09:18:00,0,68,310,463,697,1,1030,1171,1392,1,1,1,1480,1486,1488,1490,1,1677,1755,1756,1763,1777,1787,2032,2364,2371
INC0016820,2016-08-04 09:11:00,0,10,1,463,697,1,1,1180,1392,1,1,1,1478,1486,1488,1490,1,1677,1755,1756,1763,1777,1787,2032,2363,2371
INC0016821,2016-08-04 11:32:00,0,162,243,544,697,1,1119,1238,1392,1,1,1,1477,1486,1488,1490,1,1684,1755,1756,1769,1777,1784,1889,2364,2371
INC0016822,2016-11-04 13:51:00,0,37,310,519,697,1,994,1172,1392,1,1,1,1478,1486,1489,1490,1,1692,1755,1756,1764,1777,1790,1889,2366,2371
INC0016823,2016-08-04 09:21:00,0,68,310,544,697,1,1030,1173,1392,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1763,1777,1782,1889,2364,2371
INC0016825,2016-08-04 09:23:00,0,18,295,544,697,1,972,1277,1392,1,1,1,1480,1486,1488,1490,1,1680,1755,1756,1764,1777,1790,1889,2364,2371
INC0016827,2016-08-04 13:05:00,1,96,239,475,697,1,1043,1229,1393,1,1,1,1480,1486,1488,1490,1,1679,1755,1756,1764,1777,1782,1878,2365,2371
INC0016828,2016-11-04 06:28:00,0,26,238,544,697,1,964,1324,1392,1,1,1,1478,1486,1489,1490,1,1727,1755,1756,1764,1777,1804,1889,2364,2371
INC0016829,2016-08-04 09:24:00,0,68,310,463,697,1,1030,1170,1392,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1769,1777,1787,2032,2364,2371
INC0016831,2016-11-04 11:50:00,0,114,1,544,697,1,1056,1196,1392,1,1,1,1478,1486,1489,1490,1,1,1755,1756,1764,1777,1784,1889,2366,2371
INC0016832,2016-08-04 09:33:00,0,68,310,544,697,1,1030,1170,1392,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1763,1777,1784,1889,2364,2371
INC0016833,2016-08-04 09:26:00,0,31,243,462,697,1,983,1238,1392,1,1,1,1478,1486,1488,1490,1,1677,1755,1756,1769,1777,1793,1889,2363,2371
INC0016834,2016-08-04 10:14:00,1,41,310,544,697,1,1036,1172,1394,1,1,1,1480,1486,1488,1490,1,1727,1755,1756,1763,1777,1784,1889,2366,2371
INC0016838,2016-08-04 09:35:00,0,18,295,544,697,1,972,1223,1392,1,1,1,1478,1486,1489,1490,1,1680,1755,1756,1764,1777,1787,1889,2364,2371
INC0016839,2016-08-04 09:35:00,0,68,310,544,697,1,1030,1172,1392,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1769,1777,1811,1,2364,2371
INC0016842,2016-08-04 09:41:00,0,137,239,463,697,1,968,1170,1392,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1763,1777,1787,2032,2364,2371
INC0016843,2016-08-04 16:41:00,1,10,243,463,697,1,966,1171,1394,1,1,1,1480,1486,1488,1490,1,1,1755,1756,1764,1777,1787,2053,2364,2371
INC0016844,2016-12-04 14:51:00,1,10,241,597,697,1,966,1168,1397,1,1,1,1478,1486,1489,1490,1,1,1755,1756,1764,1777,1788,1,2367,2371
INC0016845,2016-08-04 10:08:00,0,68,310,463,697,1,1030,1168,1392,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1763,1777,1787,2032,2364,2371
INC0016846,2016-11-04 09:34:00,0,1,310,494,697,1,1025,1171,1392,1,1,1,1480,1486,1488,1490,1,1722,1755,1756,1764,1777,1802,1889,2364,2371
INC0016848,2016-08-04 15:18:00,0,40,244,544,697,1,998,1173,1392,1,1,1,1478,1486,1489,1490,1,1700,1755,1756,1764,1777,1787,1,2365,2371
INC0016849,2016-08-04 09:39:00,0,30,301,619,697,1,989,1219,1392,1,1,1,1478,1486,1489,1490,1,1703,1755,1756,1764,1777,1792,2125,2364,2371
INC0016850,2016-08-04 09:46:00,0,10,240,511,697,1,966,1170,1392,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1763,1777,1798,2127,2364,2371
INC0016851,2016-11-04 16:38:00,1,14,310,544,697,1,963,1170,1393,1,1,1,1481,1486,1488,1490,1,1688,1755,1756,1764,1777,1802,1,2366,2371
INC0016852,2016-08-04 09:43:00,0,18,295,544,697,1,972,1226,1392,1,1,1,1480,1486,1488,1490,1,1680,1755,1756,1764,1777,1787,1889,2364,2371
INC0016853,2016-12-04 12:51:00,0,96,240,557,697,1,1043,1170,1392,1,1,1,1478,1486,1489,1490,1,1679,1755,1756,1764,1777,1783,1889,2366,2371
INC0016854,2016-08-04 09:39:00,0,121,241,462,697,1,984,1173,1392,1,1,1,1478,1486,1488,1490,1,1677,1755,1756,1764,1777,1793,1,2363,2371
INC0016855,2016-12-04 09:31:00,1,14,310,514,697,1,963,1170,1393,1,1,1,1481,1486,1488,1490,1,1688,1755,1756,1764,1777,1802,1889,2366,2371
INC0016856,2016-08-04 09:40:00,0,10,1,463,697,1,1,1205,1392,1,1,1,1478,1486,1488,1490,1,1677,1755,1756,1763,1777,1787,2032,2363,2371
INC0016857,2016-08-04 15:04:00,1,24,239,526,697,1,981,1170,1394,1,1,1,1478,1486,1489,1490,1,1701,1755,1756,1764,1777,1793,1972,2365,2371
INC0016858,2016-08-04 09:45:00,0,18,295,544,697,1,972,1223,1392,1,1,1,1480,1486,1488,1490,1,1680,1755,1756,1764,1777,1787,1889,2363,2371
INC0016861,2016-08-04 10:02:00,0,10,240,544,697,1,966,1171,1392,1,1,1,1478,1486,1489,1490,1,1,1755,1756,1764,1777,1787,1889,2364,2371
INC0016864,2016-08-04 15:26:00,0,40,244,544,697,1,998,1173,1392,1,1,1,1478,1486,1489,1490,1,1700,1755,1756,1764,1777,1787,1,2364,2371
INC0016865,2016-12-04 15:54:00,1,42,1,544,697,1,1000,1170,1394,1,1,1,1481,1486,1488,1490,1,1679,1755,1756,1764,1777,1817,1889,2367,2371
INC0016866,2016-08-04 10:34:00,0,31,243,478,697,1,983,1173,1392,1,1,1,1478,1486,1489,1490,1,1,1755,1756,1769,1777,1792,1,2364,2371
INC0016867,2016-08-04 09:55:00,0,42,1,544,697,1,1000,1170,1392,1,1,1,1477,1486,1488,1490,1,1723,1755,1756,1764,1777,1800,1889,2363,2371
INC0016868,2016-11-04 16:56:00,1,17,239,452,697,1,970,1180,1394,1,1,1,1478,1486,1489,1490,1,1694,1755,1756,1764,1777,1783,2071,2366,2371
INC0016869,2016-11-04 14:12:00,1,42,240,544,697,1,1000,1229,1395,1,1,1,1480,1486,1488,1490,1,1679,1755,1756,1766,1777,1790,1889,2366,2371
INC0016871,2016-11-04 16:25:00,1,111,1,526,697,1,959,1173,1396,1,1,1,1478,1486,1489,1490,1,1702,1755,1756,1764,1777,1793,1940,2367,2371
INC0016872,2016-08-04 10:25:00,0,92,310,544,697,1,1039,1180,1392,1,1,1,1478,1486,1489,1490,1,1682,1755,1756,1764,1777,1785,1889,2365,2371
INC0016873,2016-11-04 16:55:00,1,17,239,452,697,1,970,1180,1394,1,1,1,1478,1486,1489,1490,1,1694,1755,1756,1764,1777,1783,2071,2366,2371
INC0016874,2016-11-04 09:36:00,1,1,310,464,697,1,1086,1173,1394,1,1,1,1482,1486,1488,1490,1,1677,1755,1756,1760,1777,1784,1889,2366,2371
INC0016875,2016-08-04 14:24:00,0,23,240,544,697,1,980,1173,1392,1,1,1,1478,1486,1489,1490,1,1678,1755,1756,1764,1777,1790,1889,2364,2371
INC0016876,2016-12-04 17:25:00,1,47,1,463,697,1,986,1324,1393,1,1,1,1481,1486,1488,1490,1,1696,1755,1756,1769,1777,1787,2053,2366,2371
INC0016877,2016-08-04 15:50:00,0,92,310,544,697,1,1039,1180,1392,1,1,1,1478,1486,1489,1490,1,1682,1755,1756,1769,1777,1785,1889,2366,2371
INC0016878,2016-08-04 10:40:00,0,68,310,489,697,1,1030,1170,1392,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1763,1777,1798,2105,2364,2371
INC0016879,2016-08-04 16:29:00,1,74,310,544,697,1,975,1172,1393,1,1,1,1478,1486,1489,1490,1,1698,1755,1756,1769,1777,1792,1889,2365,2371
INC0016883,2016-11-04 13:46:00,1,15,241,606,697,1,1031,1180,1393,1,1,1,1478,1486,1489,1490,1,1690,1755,1756,1764,1777,1784,1,2364,2371
INC0016886,2016-08-04 16:51:00,0,68,240,461,697,1,1030,1168,1392,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1764,1777,1792,2103,2364,2371
INC0016887,2016-08-04 10:21:00,0,50,1,544,697,1,1007,1194,1392,1,1,1,1477,1486,1488,1490,1,1723,1755,1756,1764,1777,1800,1889,2363,2371
INC0016889,2016-08-06 11:07:00,1,5,310,507,697,1,955,1170,1393,1,1,1,1479,1487,1489,1490,1,1679,1755,1756,1760,1777,1800,2143,2367,2371
INC0016890,2016-12-04 08:52:00,1,1,310,544,697,1,1089,1180,1393,1,1,1,1477,1486,1488,1490,1,1707,1755,1756,1761,1777,1790,1889,2365,2371
INC0016891,2016-11-04 11:23:00,1,64,310,502,697,1,1016,1168,1393,1,1,1,1479,1487,1489,1490,1,1689,1755,1756,1763,1777,1784,1889,2367,2371
INC0016892,2016-08-04 10:42:00,0,137,239,475,697,1,968,1168,1392,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1763,1777,1782,1878,2364,2371
INC0016894,2016-11-04 08:53:00,1,1,372,544,697,1,1020,1171,1393,1,1,1,1477,1486,1488,1490,1,1693,1755,1756,1767,1777,1794,1889,2364,2371
INC0016895,2016-08-04 21:05:00,1,32,310,544,697,1,990,1172,1394,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1769,1777,1782,1,2366,2371
INC0016896,2016-12-04 13:40:00,1,59,241,445,697,1,1011,1180,1395,1,1,1,1478,1486,1489,1490,1,1,1755,1756,1772,1777,1782,1,2366,2371
INC0016897,2016-08-23 15:00:00,1,164,1,544,697,1,1101,1173,1394,1,1,1,1479,1487,1489,1490,1,1723,1755,1756,1764,1777,1800,1889,2367,2371
INC0016898,2016-12-04 10:42:00,1,42,310,510,697,1,1000,1170,1395,1,1,1,1480,1486,1488,1490,1,1679,1755,1756,1764,1777,1800,1889,2366,2371
INC0016899,2016-08-04 18:43:00,1,59,240,463,697,1,1011,1190,1393,1,1,1,1478,1486,1489,1490,1,1,1755,1756,1769,1777,1787,2032,2366,2371
INC0016900,2016-12-04 16:40:00,1,59,1,477,697,1,966,1172,1394,1,1,1,1480,1486,1488,1490,1,1,1755,1756,1764,1777,1794,2094,2367,2371
INC0016901,2016-10-31 16:58:00,1,164,243,510,697,1,956,1173,1394,1,1,1,1478,1486,1489,1490,1,1723,1755,1756,1764,1777,1800,1889,2367,2371
INC0016903,2016-08-04 12:51:00,1,68,310,467,697,1,1030,1172,1393,1,1,1,1480,1486,1488,1490,1,1677,1755,1756,1763,1777,1799,1889,2364,2371
INC0016904,2016-08-04 10:42:00,0,162,310,544,697,1,1119,1226,1392,1,1,1,1477,1486,1488,1490,1,1684,1755,1756,1769,1777,1784,1,2363,2371
INC0016905,2016-08-04 10:38:00,0,31,243,462,697,1,983,1208,1392,1,1,1,1478,1486,1488,1490,1,1677,1755,1756,1769,1777,1793,1959,2363,2371
INC0016906,2016-08-04 10:55:00,0,68,310,544,697,1,1030,1173,1392,1,1,1,1478,1486,1489,1490,1,1677,1755,1756,1763,1777,1784,1889,2364,2371
